trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.01, 'e': 0.999}",25,0,-120.00540882690251,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
2,False,"{'a': 0.01, 'e': 0.998001}",25,0,-117.6666586770697,"{0: 15, 1: 1, 2: 7, 3: 1, 4: 1}",0
3,False,"{'a': 0.01, 'e': 0.997002999}",20,0,-122.33897351585433,"{0: 9, 1: 2, 2: 8, 3: 0, 4: 1}",0
4,False,"{'a': 0.01, 'e': 0.996005996001}",25,0,-129.34928130669314,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
5,False,"{'a': 0.01, 'e': 0.995009990004999}",20,0,-83.49493929714524,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
6,False,"{'a': 0.01, 'e': 0.994014980014994}",25,0,-82.6860272026087,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
7,False,"{'a': 0.01, 'e': 0.993020965034979}",30,0,-155.0904286406097,"{0: 16, 1: 5, 2: 7, 3: 0, 4: 2}",0
8,False,"{'a': 0.01, 'e': 0.992027944069944}",20,0,-81.64690564199104,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
9,False,"{'a': 0.01, 'e': 0.991035916125874}",25,0,-149.382583610979,"{0: 12, 1: 4, 2: 5, 3: 3, 4: 1}",0
10,False,"{'a': 0.01, 'e': 0.9900448802097482}",30,0,-195.25934240992407,"{0: 16, 1: 2, 2: 8, 3: 2, 4: 2}",0
11,False,"{'a': 0.01, 'e': 0.9890548353295384}",35,0,-84.16517207009261,"{0: 26, 1: 3, 2: 5, 3: 0, 4: 1}",0
12,False,"{'a': 0.01, 'e': 0.9880657804942089}",30,0,-129.63013121801964,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
13,False,"{'a': 0.01, 'e': 0.9870777147137147}",20,0,-164.05369693834413,"{0: 10, 1: 1, 2: 5, 3: 2, 4: 2}",0
14,False,"{'a': 0.01, 'e': 0.986090636999001}",25,0,-80.28707231313884,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
15,False,"{'a': 0.01, 'e': 0.985104546362002}",25,9,-87.50943264939845,"{0: 8, 1: 2, 2: 3, 3: 3, 4: 0}",1
16,False,"{'a': 0.01, 'e': 0.9841194418156399}",30,0,-157.20980958489753,"{0: 16, 1: 5, 2: 7, 3: 0, 4: 2}",0
17,False,"{'a': 0.01, 'e': 0.9831353223738244}",25,0,-149.06068895016185,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
18,False,"{'a': 0.01, 'e': 0.9821521870514505}",20,0,-105.36164912701547,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
19,False,"{'a': 0.01, 'e': 0.981170034864399}",25,0,-226.23663869457528,"{0: 12, 1: 3, 2: 6, 3: 0, 4: 4}",0
20,False,"{'a': 0.01, 'e': 0.9801888648295347}",20,0,-113.85017476500084,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
21,False,"{'a': 0.01, 'e': 0.9792086759647052}",25,0,-80.28767990289955,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
22,False,"{'a': 0.01, 'e': 0.9782294672887404}",20,0,-114.94174991758011,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
23,False,"{'a': 0.01, 'e': 0.9772512378214517}",30,0,-110.47992072260615,"{0: 19, 1: 5, 2: 3, 3: 2, 4: 1}",0
24,False,"{'a': 0.01, 'e': 0.9762739865836302}",20,0,-112.7963834339854,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
25,False,"{'a': 0.01, 'e': 0.9752977125970466}",20,0,-44.98652023073373,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
26,False,"{'a': 0.01, 'e': 0.9743224148844496}",20,0,-97.34601486713926,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
27,False,"{'a': 0.01, 'e': 0.9733480924695651}",20,0,-150.5057981095404,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
28,False,"{'a': 0.01, 'e': 0.9723747443770956}",25,0,-133.998538110466,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
29,False,"{'a': 0.01, 'e': 0.9714023696327184}",20,0,-37.252829239506404,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
30,False,"{'a': 0.01, 'e': 0.9704309672630858}",20,0,-193.7159862189237,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 4}",0
31,False,"{'a': 0.01, 'e': 0.9694605362958226}",30,0,-181.7160340331324,"{0: 18, 1: 4, 2: 4, 3: 1, 4: 3}",0
32,False,"{'a': 0.01, 'e': 0.9684910757595268}",25,0,-79.23047016196112,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
33,False,"{'a': 0.01, 'e': 0.9675225846837673}",20,0,-198.58070695137698,"{0: 10, 1: 2, 2: 2, 3: 3, 4: 3}",0
34,False,"{'a': 0.01, 'e': 0.9665550620990835}",20,0,-70.70817926886465,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
35,False,"{'a': 0.01, 'e': 0.9655885070369844}",35,0,-139.66489363055075,"{0: 23, 1: 4, 2: 5, 3: 1, 4: 2}",0
36,False,"{'a': 0.01, 'e': 0.9646229185299474}",20,0,-57.343897447387356,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
37,False,"{'a': 0.01, 'e': 0.9636582956114175}",20,0,-174.03238329754967,"{0: 9, 1: 4, 2: 4, 3: 0, 4: 3}",0
38,False,"{'a': 0.01, 'e': 0.9626946373158061}",20,4,-94.4089130689257,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 2}",1
39,False,"{'a': 0.01, 'e': 0.9617319426784903}",25,18,-43.62120002135902,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
40,False,"{'a': 0.01, 'e': 0.9607702107358118}",25,0,-168.37115954712823,"{0: 15, 1: 2, 2: 3, 3: 3, 4: 2}",0
41,False,"{'a': 0.01, 'e': 0.959809440525076}",20,0,-201.53423282882804,"{0: 8, 1: 0, 2: 9, 3: 0, 4: 3}",0
42,False,"{'a': 0.01, 'e': 0.9588496310845509}",25,14,-5.794284131965436,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
43,False,"{'a': 0.01, 'e': 0.9578907814534663}",30,0,-120.13419832999492,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
44,False,"{'a': 0.01, 'e': 0.9569328906720129}",25,0,-126.55432094728808,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
45,False,"{'a': 0.01, 'e': 0.9559759577813408}",30,0,-227.77729214884533,"{0: 15, 1: 4, 2: 6, 3: 2, 4: 3}",0
46,False,"{'a': 0.01, 'e': 0.9550199818235595}",20,0,-124.13975759883921,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
47,False,"{'a': 0.01, 'e': 0.954064961841736}",30,0,-193.50397526287358,"{0: 17, 1: 3, 2: 6, 3: 1, 4: 3}",0
48,False,"{'a': 0.01, 'e': 0.9531108968798943}",25,0,-74.99964749706193,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
49,False,"{'a': 0.01, 'e': 0.9521577859830144}",30,0,-73.8125541330191,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
50,False,"{'a': 0.01, 'e': 0.9512056281970314}",20,0,-70.87070848621754,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
51,False,"{'a': 0.01, 'e': 0.9502544225688343}",30,0,-180.68254986945618,"{0: 16, 1: 1, 2: 10, 3: 1, 4: 2}",0
52,False,"{'a': 0.01, 'e': 0.9493041681462654}",25,0,-125.45887069881647,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
53,False,"{'a': 0.01, 'e': 0.9483548639781192}",30,2,-94.06828329201366,"{0: 19, 1: 3, 2: 4, 3: 1, 4: 1}",1
54,False,"{'a': 0.01, 'e': 0.947406509114141}",35,0,-152.05524892823522,"{0: 24, 1: 4, 2: 2, 3: 3, 4: 2}",0
55,False,"{'a': 0.01, 'e': 0.9464591026050269}",25,0,-59.64184184430756,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
56,False,"{'a': 0.01, 'e': 0.9455126435024219}",25,0,-41.297287375081616,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
57,False,"{'a': 0.01, 'e': 0.9445671308589194}",20,0,-77.90053765260285,"{0: 11, 1: 3, 2: 4, 3: 2, 4: 0}",0
58,False,"{'a': 0.01, 'e': 0.9436225637280605}",20,0,-57.83638976737964,"{0: 10, 1: 6, 2: 4, 3: 0, 4: 0}",0
59,False,"{'a': 0.01, 'e': 0.9426789411643325}",25,0,-40.27583061316297,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
60,False,"{'a': 0.01, 'e': 0.9417362622231682}",25,0,-205.85461094368281,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 4}",0
61,False,"{'a': 0.01, 'e': 0.9407945259609449}",20,0,-116.0276192081218,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
62,False,"{'a': 0.01, 'e': 0.9398537314349841}",25,0,-63.1643045735473,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
63,False,"{'a': 0.01, 'e': 0.9389138777035491}",25,0,-69.74811761723426,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
64,False,"{'a': 0.01, 'e': 0.9379749638258454}",30,0,-138.17415705556277,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 3}",0
65,False,"{'a': 0.01, 'e': 0.9370369888620197}",25,5,-92.13357960173167,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",1
66,False,"{'a': 0.01, 'e': 0.9360999518731576}",35,0,-88.44895249626518,"{0: 28, 1: 2, 2: 3, 3: 0, 4: 2}",0
67,False,"{'a': 0.01, 'e': 0.9351638519212845}",30,0,-81.7466896318113,"{0: 20, 1: 2, 2: 6, 3: 2, 4: 0}",0
68,False,"{'a': 0.01, 'e': 0.9342286880693632}",25,0,-107.25994965305355,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
69,False,"{'a': 0.01, 'e': 0.9332944593812939}",25,0,-39.68415272468045,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
70,False,"{'a': 0.01, 'e': 0.9323611649219126}",20,0,-56.002263032772696,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
71,False,"{'a': 0.01, 'e': 0.9314288037569907}",25,0,-108.24116256427558,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
72,False,"{'a': 0.01, 'e': 0.9304973749532336}",20,0,-68.60479831063259,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
73,False,"{'a': 0.01, 'e': 0.9295668775782804}",25,0,-73.0488793072817,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
74,False,"{'a': 0.01, 'e': 0.9286373107007021}",25,0,-145.09541140076266,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
75,False,"{'a': 0.01, 'e': 0.9277086733900014}",25,0,-43.099908921345026,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
76,False,"{'a': 0.01, 'e': 0.9267809647166114}",25,0,-153.3530919443519,"{0: 13, 1: 2, 2: 6, 3: 3, 4: 1}",0
77,False,"{'a': 0.01, 'e': 0.9258541837518948}",25,0,-194.0777763893715,"{0: 15, 1: 3, 2: 2, 3: 1, 4: 4}",0
78,False,"{'a': 0.01, 'e': 0.9249283295681429}",20,0,-93.79727629698792,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
79,False,"{'a': 0.01, 'e': 0.9240034012385747}",20,0,-71.25008194451743,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
80,False,"{'a': 0.01, 'e': 0.9230793978373362}",25,0,-44.66347791148893,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
81,False,"{'a': 0.01, 'e': 0.9221563184394989}",20,0,-92.18723190914979,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
82,False,"{'a': 0.01, 'e': 0.9212341621210594}",20,0,-72.81534477131918,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
83,False,"{'a': 0.01, 'e': 0.9203129279589383}",20,6,-39.274361701194,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
84,False,"{'a': 0.01, 'e': 0.9193926150309794}",20,0,-23.071282287093567,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
85,False,"{'a': 0.01, 'e': 0.9184732224159483}",25,0,-41.62489396932447,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
86,False,"{'a': 0.01, 'e': 0.9175547491935324}",30,0,-151.78153857766424,"{0: 19, 1: 2, 2: 5, 3: 2, 4: 2}",0
87,False,"{'a': 0.01, 'e': 0.9166371944443389}",20,7,10.52246525387862,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.01, 'e': 0.9157205572498945}",30,10,-69.18347733134146,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",1
89,False,"{'a': 0.01, 'e': 0.9148048366926447}",20,0,-95.6680019480759,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
90,False,"{'a': 0.01, 'e': 0.913890031855952}",20,0,-127.0678730501279,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
91,False,"{'a': 0.01, 'e': 0.912976141824096}",25,12,-10.286046298189202,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
92,False,"{'a': 0.01, 'e': 0.912063165682272}",25,0,-91.42142545503937,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
93,False,"{'a': 0.01, 'e': 0.9111511025165897}",20,7,-47.76152292263554,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
94,False,"{'a': 0.01, 'e': 0.9102399514140731}",25,0,-49.99245966756466,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
95,False,"{'a': 0.01, 'e': 0.9093297114626591}",20,0,-117.20395496275361,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
96,False,"{'a': 0.01, 'e': 0.9084203817511963}",25,0,-140.63996975205947,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
97,False,"{'a': 0.01, 'e': 0.9075119613694451}",20,0,-43.28098552862445,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
98,False,"{'a': 0.01, 'e': 0.9066044494080757}",25,10,-79.83672769343703,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 2}",1
99,False,"{'a': 0.01, 'e': 0.9056978449586677}",20,0,-102.81812146361364,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
100,False,"{'a': 0.01, 'e': 0.9047921471137089}",20,0,-58.79606045691907,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
101,False,"{'a': 0.01, 'e': 0.9038873549665952}",20,0,-60.20227861031527,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
102,False,"{'a': 0.01, 'e': 0.9029834676116286}",20,0,-34.23298719083661,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
103,False,"{'a': 0.01, 'e': 0.902080484144017}",20,9,13.529397288664857,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.01, 'e': 0.901178403659873}",35,15,-43.56688278280018,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",1
105,False,"{'a': 0.01, 'e': 0.9002772252562131}",30,0,-91.61862509179609,"{0: 21, 1: 1, 2: 7, 3: 0, 4: 1}",0
106,False,"{'a': 0.01, 'e': 0.8993769480309569}",20,0,-26.06318238150148,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
107,False,"{'a': 0.01, 'e': 0.8984775710829259}",20,0,-57.012279080957114,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
108,False,"{'a': 0.01, 'e': 0.8975790935118431}",25,0,-68.28894800730423,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
109,False,"{'a': 0.01, 'e': 0.8966815144183312}",20,0,-104.44786614346954,"{0: 11, 1: 1, 2: 5, 3: 3, 4: 0}",0
110,False,"{'a': 0.01, 'e': 0.8957848329039129}",20,0,-101.84042533254608,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
111,False,"{'a': 0.01, 'e': 0.894889048071009}",20,12,-50.934252591039375,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
112,False,"{'a': 0.01, 'e': 0.8939941590229379}",30,0,-161.91989834722855,"{0: 18, 1: 6, 2: 3, 3: 0, 4: 3}",0
113,False,"{'a': 0.01, 'e': 0.893100164863915}",25,0,-110.35158912243561,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
114,False,"{'a': 0.01, 'e': 0.8922070646990511}",20,3,-85.385086116443,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 2}",1
115,False,"{'a': 0.01, 'e': 0.891314857634352}",25,2,-81.64927185699463,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 2}",1
116,False,"{'a': 0.01, 'e': 0.8904235427767176}",20,0,-99.69284272785274,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
117,False,"{'a': 0.01, 'e': 0.889533119233941}",25,0,-158.0335488596446,"{0: 15, 1: 0, 2: 6, 3: 2, 4: 2}",0
118,False,"{'a': 0.01, 'e': 0.8886435861147071}",20,4,-39.6076974177973,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
119,False,"{'a': 0.01, 'e': 0.8877549425285923}",20,0,-66.2018943574294,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
120,False,"{'a': 0.01, 'e': 0.8868671875860638}",20,0,-40.56706553759061,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
121,False,"{'a': 0.01, 'e': 0.8859803203984776}",25,0,-197.68932148143458,"{0: 14, 1: 5, 2: 1, 3: 1, 4: 4}",0
122,False,"{'a': 0.01, 'e': 0.8850943400780792}",20,0,-130.15121983622427,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
123,False,"{'a': 0.01, 'e': 0.8842092457380011}",20,0,-32.602744707800206,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
124,False,"{'a': 0.01, 'e': 0.8833250364922631}",25,11,-70.1272527228798,"{0: 9, 1: 1, 2: 2, 3: 1, 4: 1}",1
125,False,"{'a': 0.01, 'e': 0.8824417114557708}",35,0,-260.10123526177654,"{0: 20, 1: 3, 2: 5, 3: 3, 4: 4}",0
126,False,"{'a': 0.01, 'e': 0.8815592697443151}",25,0,-217.95268348708058,"{0: 12, 1: 3, 2: 6, 3: 0, 4: 4}",0
127,False,"{'a': 0.01, 'e': 0.8806777104745708}",20,0,-79.98331897897761,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
128,False,"{'a': 0.01, 'e': 0.8797970327640962}",30,8,-146.48313683684916,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 2}",1
129,False,"{'a': 0.01, 'e': 0.8789172357313321}",25,0,-52.47954559442144,"{0: 18, 1: 5, 2: 1, 3: 0, 4: 1}",0
130,False,"{'a': 0.01, 'e': 0.8780383184956008}",30,4,-100.79207951756018,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 1}",1
131,False,"{'a': 0.01, 'e': 0.8771602801771051}",25,0,-114.97663904309658,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
132,False,"{'a': 0.01, 'e': 0.8762831198969281}",25,0,-12.628857707602613,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
133,False,"{'a': 0.01, 'e': 0.8754068367770311}",25,0,-116.1041008788081,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
134,False,"{'a': 0.01, 'e': 0.8745314299402541}",20,0,9.004632244509068,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
135,False,"{'a': 0.01, 'e': 0.8736568985103138}",20,0,-29.660637297448027,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
136,False,"{'a': 0.01, 'e': 0.8727832416118035}",20,0,0.8683891550589364,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
137,False,"{'a': 0.01, 'e': 0.8719104583701917}",35,0,-226.06631686934745,"{0: 18, 1: 4, 2: 9, 3: 1, 4: 3}",0
138,False,"{'a': 0.01, 'e': 0.8710385479118216}",20,6,-197.2128389061499,"{0: 5, 1: 0, 2: 3, 3: 3, 4: 3}",1
139,False,"{'a': 0.01, 'e': 0.8701675093639096}",20,3,-107.24632621804405,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 2}",1
140,False,"{'a': 0.01, 'e': 0.8692973418545458}",20,4,-20.526511236566648,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
141,False,"{'a': 0.01, 'e': 0.8684280445126912}",20,0,-101.77762366154775,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
142,False,"{'a': 0.01, 'e': 0.8675596164681786}",20,0,-96.23706134532945,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
143,False,"{'a': 0.01, 'e': 0.8666920568517104}",20,0,-66.12747276234248,"{0: 13, 1: 3, 2: 2, 3: 2, 4: 0}",0
144,False,"{'a': 0.01, 'e': 0.8658253647948586}",30,0,-177.57033121124985,"{0: 20, 1: 3, 2: 3, 3: 0, 4: 4}",0
145,False,"{'a': 0.01, 'e': 0.8649595394300638}",25,0,-71.29083181220061,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
146,False,"{'a': 0.01, 'e': 0.8640945798906338}",30,0,-212.13218758809998,"{0: 20, 1: 1, 2: 3, 3: 2, 4: 4}",0
147,False,"{'a': 0.01, 'e': 0.8632304853107431}",25,0,-46.71941504714372,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
148,False,"{'a': 0.01, 'e': 0.8623672548254323}",25,0,-118.3270506652791,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
149,False,"{'a': 0.01, 'e': 0.861504887570607}",25,0,-90.9755428522186,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
150,False,"{'a': 0.01, 'e': 0.8606433826830363}",20,0,-157.64079815984078,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
151,False,"{'a': 0.01, 'e': 0.8597827393003533}",20,0,-199.0717048498455,"{0: 8, 1: 0, 2: 7, 3: 3, 4: 2}",0
152,False,"{'a': 0.01, 'e': 0.8589229565610529}",30,14,-55.63137266562575,"{0: 10, 1: 2, 2: 2, 3: 2, 4: 0}",1
153,False,"{'a': 0.01, 'e': 0.8580640336044919}",20,0,-177.0579947630488,"{0: 10, 1: 1, 2: 4, 3: 3, 4: 2}",0
154,False,"{'a': 0.01, 'e': 0.8572059695708873}",20,0,-225.53459174776555,"{0: 9, 1: 1, 2: 5, 3: 1, 4: 4}",0
155,False,"{'a': 0.01, 'e': 0.8563487636013165}",30,0,-118.52676486873094,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",0
156,False,"{'a': 0.01, 'e': 0.8554924148377152}",30,0,-106.10390163174763,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
157,False,"{'a': 0.01, 'e': 0.8546369224228775}",20,12,-9.862590745237583,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.01, 'e': 0.8537822855004545}",20,0,-163.21411679775636,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
159,False,"{'a': 0.01, 'e': 0.8529285032149541}",35,0,-58.601811043145275,"{0: 25, 1: 3, 2: 6, 3: 1, 4: 0}",0
160,False,"{'a': 0.01, 'e': 0.8520755747117391}",35,0,-109.41410389467012,"{0: 20, 1: 7, 2: 7, 3: 1, 4: 0}",0
161,False,"{'a': 0.01, 'e': 0.8512234991370274}",35,24,10.095994734889493,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.01, 'e': 0.8503722756378904}",25,0,-65.93236126246208,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
163,False,"{'a': 0.01, 'e': 0.8495219033622525}",20,0,-141.5742461202764,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
164,False,"{'a': 0.01, 'e': 0.8486723814588902}",20,0,-64.91117862663678,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
165,False,"{'a': 0.01, 'e': 0.8478237090774313}",35,0,-147.77441058913362,"{0: 21, 1: 5, 2: 7, 3: 0, 4: 2}",0
166,False,"{'a': 0.01, 'e': 0.8469758853683539}",30,0,-37.014489570318204,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
167,False,"{'a': 0.01, 'e': 0.8461289094829856}",20,0,-136.48647971291135,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
168,False,"{'a': 0.01, 'e': 0.8452827805735026}",20,0,-84.81395430394146,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
169,False,"{'a': 0.01, 'e': 0.8444374977929291}",25,4,-93.13989041783528,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 1}",1
170,False,"{'a': 0.01, 'e': 0.8435930602951361}",20,0,-11.918476480103973,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
171,False,"{'a': 0.01, 'e': 0.842749467234841}",20,0,-21.95691994025318,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
172,False,"{'a': 0.01, 'e': 0.8419067177676062}",35,8,-58.378332742034495,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 1}",1
173,False,"{'a': 0.01, 'e': 0.8410648110498385}",30,9,10.341362215066257,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.01, 'e': 0.8402237462387887}",20,8,-50.9451908266814,"{0: 6, 1: 2, 2: 3, 3: 1, 4: 0}",1
175,False,"{'a': 0.01, 'e': 0.8393835224925499}",20,0,-26.63682388878468,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
176,False,"{'a': 0.01, 'e': 0.8385441389700574}",20,12,-1.2242691747626608,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.01, 'e': 0.8377055948310873}",20,0,-186.5857534335681,"{0: 8, 1: 2, 2: 6, 3: 2, 4: 2}",0
178,False,"{'a': 0.01, 'e': 0.8368678892362562}",20,3,-24.978724468421355,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
179,False,"{'a': 0.01, 'e': 0.83603102134702}",20,0,-87.17547214204491,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
180,False,"{'a': 0.01, 'e': 0.8351949903256729}",20,2,-88.86129066085645,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 2}",1
181,False,"{'a': 0.01, 'e': 0.8343597953353473}",20,6,-73.17800921264231,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 1}",1
182,False,"{'a': 0.01, 'e': 0.8335254355400119}",30,2,-144.78320882039176,"{0: 16, 1: 2, 2: 6, 3: 3, 4: 1}",1
183,False,"{'a': 0.01, 'e': 0.832691910104472}",20,0,-136.0189734741911,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
184,False,"{'a': 0.01, 'e': 0.8318592181943675}",25,5,-43.87034021725355,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",1
