trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.01, 'e': 0.8310273589761731}",20,0,-70.57276269549955,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
186,False,"{'a': 0.01, 'e': 0.8301963316171969}",20,8,-83.68100389540639,"{0: 6, 1: 1, 2: 3, 3: 1, 4: 1}",1
187,False,"{'a': 0.01, 'e': 0.8293661352855797}",25,0,-103.73467043201966,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
188,False,"{'a': 0.01, 'e': 0.8285367691502942}",25,0,-85.37767507180683,"{0: 14, 1: 1, 2: 10, 3: 0, 4: 0}",0
189,False,"{'a': 0.01, 'e': 0.8277082323811439}",20,11,-8.553719071174495,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
190,False,"{'a': 0.01, 'e': 0.8268805241487627}",20,0,-72.22246697040366,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
191,False,"{'a': 0.01, 'e': 0.826053643624614}",30,18,-60.48354830886393,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
192,False,"{'a': 0.01, 'e': 0.8252275899809893}",30,0,-142.54237752783274,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
193,False,"{'a': 0.01, 'e': 0.8244023623910083}",30,17,-42.1158394644789,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 1}",1
194,False,"{'a': 0.01, 'e': 0.8235779600286173}",30,0,-76.0336076994937,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
195,False,"{'a': 0.01, 'e': 0.8227543820685886}",20,6,-112.15808046564739,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 2}",1
196,False,"{'a': 0.01, 'e': 0.8219316276865201}",25,0,-136.89040050543218,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
197,False,"{'a': 0.01, 'e': 0.8211096960588335}",25,0,-115.6439877982255,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
198,False,"{'a': 0.01, 'e': 0.8202885863627748}",20,2,-53.98238520689959,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 0}",1
199,False,"{'a': 0.01, 'e': 0.819468297776412}",30,0,-167.53169484599795,"{0: 14, 1: 3, 2: 11, 3: 1, 4: 1}",0
200,False,"{'a': 0.01, 'e': 0.8186488294786356}",25,0,-110.14774902912244,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 3}",0
201,False,"{'a': 0.01, 'e': 0.8178301806491569}",20,1,-42.391401376209046,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
202,False,"{'a': 0.01, 'e': 0.8170123504685077}",20,0,-76.40782305162038,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
203,False,"{'a': 0.01, 'e': 0.8161953381180392}",20,0,-70.07414026764928,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
204,False,"{'a': 0.01, 'e': 0.8153791427799212}",20,0,-151.24368140263536,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
205,False,"{'a': 0.01, 'e': 0.8145637636371413}",35,14,-57.03359109809188,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 1}",1
206,False,"{'a': 0.01, 'e': 0.8137491998735041}",25,0,-196.82575377379803,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 4}",0
207,False,"{'a': 0.01, 'e': 0.8129354506736306}",20,10,-1.186830889863962,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.01, 'e': 0.812122515222957}",25,0,-128.80600376538865,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
209,False,"{'a': 0.01, 'e': 0.8113103927077341}",20,0,-91.01353293283023,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
210,False,"{'a': 0.01, 'e': 0.8104990823150263}",25,0,-94.41746138388541,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
211,False,"{'a': 0.01, 'e': 0.8096885832327113}",20,7,-57.735826756727604,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
212,False,"{'a': 0.01, 'e': 0.8088788946494786}",20,0,-116.73736080156907,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
213,False,"{'a': 0.01, 'e': 0.8080700157548291}",25,0,-98.33279262784609,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
214,False,"{'a': 0.01, 'e': 0.8072619457390743}",35,0,-101.29926941284832,"{0: 26, 1: 1, 2: 6, 3: 0, 4: 2}",0
215,False,"{'a': 0.01, 'e': 0.8064546837933352}",20,0,-103.9673618855625,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
216,False,"{'a': 0.01, 'e': 0.8056482291095418}",25,0,-120.0451271341872,"{0: 16, 1: 0, 2: 6, 3: 2, 4: 1}",0
217,False,"{'a': 0.01, 'e': 0.8048425808804324}",35,4,-92.9769422028535,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 1}",1
218,False,"{'a': 0.01, 'e': 0.8040377382995519}",25,0,-13.476161935044058,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
219,False,"{'a': 0.01, 'e': 0.8032337005612523}",20,0,-125.54523448273112,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
220,False,"{'a': 0.01, 'e': 0.8024304668606911}",20,8,-45.30879043431056,"{0: 6, 1: 1, 2: 5, 3: 0, 4: 0}",1
221,False,"{'a': 0.01, 'e': 0.8016280363938304}",30,0,-142.83401874307134,"{0: 21, 1: 2, 2: 4, 3: 0, 4: 3}",0
222,False,"{'a': 0.01, 'e': 0.8008264083574366}",25,0,-70.0780977881599,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",1
223,False,"{'a': 0.01, 'e': 0.8000255819490791}",25,0,-110.14330016575582,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
224,False,"{'a': 0.01, 'e': 0.79922555636713}",20,0,-27.33786625882922,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
225,False,"{'a': 0.01, 'e': 0.7984263308107629}",30,0,-176.615301642706,"{0: 20, 1: 2, 2: 3, 3: 2, 4: 3}",0
226,False,"{'a': 0.01, 'e': 0.7976279044799521}",20,7,-5.932355379545803,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
227,False,"{'a': 0.01, 'e': 0.7968302765754722}",20,0,-23.903678142238608,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
228,False,"{'a': 0.01, 'e': 0.7960334462988967}",25,0,-180.83900683234424,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
229,False,"{'a': 0.01, 'e': 0.7952374128525979}",25,0,-22.195455257669327,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
230,False,"{'a': 0.01, 'e': 0.7944421754397453}",20,0,-50.28217228893508,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
231,False,"{'a': 0.01, 'e': 0.7936477332643055}",25,13,-30.765320043738704,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
232,False,"{'a': 0.01, 'e': 0.7928540855310412}",20,10,0.9182181194395438,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.01, 'e': 0.7920612314455101}",25,0,-150.49572279371515,"{0: 14, 1: 4, 2: 3, 3: 2, 4: 2}",0
234,False,"{'a': 0.01, 'e': 0.7912691702140646}",25,0,-89.98201381396834,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",1
235,False,"{'a': 0.01, 'e': 0.7904779010438505}",25,13,-123.1076479293891,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 3}",1
236,False,"{'a': 0.01, 'e': 0.7896874231428067}",25,0,-126.76936916248508,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
237,False,"{'a': 0.01, 'e': 0.7888977357196639}",25,0,-63.12592845532675,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
238,False,"{'a': 0.01, 'e': 0.7881088379839443}",30,0,-101.73976952117846,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
239,False,"{'a': 0.01, 'e': 0.7873207291459603}",25,0,-83.6568550141288,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
240,False,"{'a': 0.01, 'e': 0.7865334084168143}",20,0,-74.42028190475696,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
241,False,"{'a': 0.01, 'e': 0.7857468750083975}",20,0,-57.38177102814579,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
242,False,"{'a': 0.01, 'e': 0.7849611281333891}",30,0,-43.90676449105858,"{0: 20, 1: 5, 2: 5, 3: 0, 4: 0}",0
243,False,"{'a': 0.01, 'e': 0.7841761670052557}",20,0,-63.741596491033334,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
244,False,"{'a': 0.01, 'e': 0.7833919908382505}",30,0,-43.680611234216116,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
245,False,"{'a': 0.01, 'e': 0.7826085988474122}",20,0,-37.14203459452321,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
246,False,"{'a': 0.01, 'e': 0.7818259902485648}",20,3,-42.544576505067774,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 0}",1
247,False,"{'a': 0.01, 'e': 0.7810441642583162}",25,13,-9.952896328562474,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
248,False,"{'a': 0.01, 'e': 0.780263120094058}",25,0,-49.4109781449452,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
249,False,"{'a': 0.01, 'e': 0.7794828569739639}",20,0,-15.189089961664376,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
250,False,"{'a': 0.01, 'e': 0.7787033741169899}",20,8,-88.08559618379908,"{0: 6, 1: 0, 2: 4, 3: 1, 4: 1}",1
251,False,"{'a': 0.01, 'e': 0.7779246707428729}",35,10,-85.42367822852454,"{0: 17, 1: 5, 2: 1, 3: 0, 4: 2}",1
252,False,"{'a': 0.01, 'e': 0.7771467460721301}",30,0,-155.02147632658668,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 4}",0
253,False,"{'a': 0.01, 'e': 0.7763695993260579}",30,0,-80.77381289633644,"{0: 20, 1: 2, 2: 6, 3: 2, 4: 0}",0
254,False,"{'a': 0.01, 'e': 0.7755932297267318}",20,8,-13.865248567713769,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
255,False,"{'a': 0.01, 'e': 0.7748176364970051}",25,0,-82.10607843084072,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
256,False,"{'a': 0.01, 'e': 0.7740428188605081}",25,2,-85.5975697273755,"{0: 15, 1: 0, 2: 7, 3: 0, 4: 1}",1
257,False,"{'a': 0.01, 'e': 0.7732687760416476}",30,16,-83.12764575042523,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 2}",1
258,False,"{'a': 0.01, 'e': 0.7724955072656059}",30,6,-112.97695535502471,"{0: 18, 1: 0, 2: 2, 3: 2, 4: 2}",1
259,False,"{'a': 0.01, 'e': 0.7717230117583403}",20,0,-130.75841683544076,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
260,False,"{'a': 0.01, 'e': 0.770951288746582}",25,0,-34.20934704892992,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
261,False,"{'a': 0.01, 'e': 0.7701803374578354}",20,1,-134.83925629041212,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 2}",1
262,False,"{'a': 0.01, 'e': 0.7694101571203776}",30,0,-140.17197611693925,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
263,False,"{'a': 0.01, 'e': 0.7686407469632572}",20,3,-123.8138763994658,"{0: 11, 1: 0, 2: 2, 3: 2, 4: 2}",1
264,False,"{'a': 0.01, 'e': 0.767872106216294}",25,15,-1.058598558532068,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
265,False,"{'a': 0.01, 'e': 0.7671042341100777}",30,19,9.584979379070965,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.01, 'e': 0.7663371298759676}",20,0,-25.515265178445567,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
267,False,"{'a': 0.01, 'e': 0.7655707927460916}",30,0,-79.98902024427292,"{0: 22, 1: 0, 2: 7, 3: 0, 4: 1}",1
268,False,"{'a': 0.01, 'e': 0.7648052219533455}",25,0,-110.29440827254483,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
269,False,"{'a': 0.01, 'e': 0.7640404167313921}",30,0,-47.769417882015034,"{0: 23, 1: 0, 2: 6, 3: 1, 4: 0}",0
270,False,"{'a': 0.01, 'e': 0.7632763763146607}",30,4,-111.6465829414659,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 1}",1
271,False,"{'a': 0.01, 'e': 0.7625130999383462}",20,0,-92.33752085910818,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
272,False,"{'a': 0.01, 'e': 0.7617505868384078}",35,13,-72.50436436312411,"{0: 14, 1: 4, 2: 3, 3: 0, 4: 1}",1
273,False,"{'a': 0.01, 'e': 0.7609888362515693}",25,0,-155.1596223828741,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
274,False,"{'a': 0.01, 'e': 0.7602278474153178}",30,14,-46.95620338670381,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
275,False,"{'a': 0.01, 'e': 0.7594676195679024}",25,1,-68.1740727196435,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 1}",1
276,False,"{'a': 0.01, 'e': 0.7587081519483345}",25,0,-67.4339795809904,"{0: 20, 1: 1, 2: 1, 3: 2, 4: 1}",0
277,False,"{'a': 0.01, 'e': 0.7579494437963862}",20,9,-6.460838199974314,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
278,False,"{'a': 0.01, 'e': 0.7571914943525898}",20,9,-42.51877750656047,"{0: 7, 1: 3, 2: 0, 3: 0, 4: 1}",1
279,False,"{'a': 0.01, 'e': 0.7564343028582372}",25,0,-61.1130132189628,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
280,False,"{'a': 0.01, 'e': 0.755677868555379}",20,0,-79.47860109208351,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
281,False,"{'a': 0.01, 'e': 0.7549221906868236}",20,0,-110.45409789036952,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
282,False,"{'a': 0.01, 'e': 0.7541672684961368}",20,13,-6.959463067307128,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.01, 'e': 0.7534131012276407}",35,0,-92.93401873275437,"{0: 27, 1: 0, 2: 6, 3: 1, 4: 1}",0
284,False,"{'a': 0.01, 'e': 0.752659688126413}",25,6,-74.49875986164426,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 1}",1
285,False,"{'a': 0.01, 'e': 0.7519070284382866}",25,0,-136.40216150200501,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",0
286,False,"{'a': 0.01, 'e': 0.7511551214098483}",25,0,-61.26634969437784,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
287,False,"{'a': 0.01, 'e': 0.7504039662884385}",20,0,-52.520542498684144,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
288,False,"{'a': 0.01, 'e': 0.7496535623221501}",35,14,-39.22469553135756,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 0}",1
289,False,"{'a': 0.01, 'e': 0.7489039087598279}",25,0,-234.47582151178787,"{0: 11, 1: 4, 2: 5, 3: 1, 4: 4}",0
290,False,"{'a': 0.01, 'e': 0.7481550048510681}",30,9,-148.43270682355393,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 4}",1
291,False,"{'a': 0.01, 'e': 0.747406849846217}",20,0,-122.71068993727104,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
292,False,"{'a': 0.01, 'e': 0.7466594429963708}",20,0,-161.66506985697984,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
293,False,"{'a': 0.01, 'e': 0.7459127835533744}",25,0,-105.50394454869601,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
294,False,"{'a': 0.01, 'e': 0.745166870769821}",30,0,-128.965752301911,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
295,False,"{'a': 0.01, 'e': 0.7444217038990512}",30,0,-224.64808659699165,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 5}",0
296,False,"{'a': 0.01, 'e': 0.7436772821951522}",25,0,-126.54170971057441,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
297,False,"{'a': 0.01, 'e': 0.742933604912957}",20,0,-143.93820432062893,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 4}",0
298,False,"{'a': 0.01, 'e': 0.7421906713080441}",20,13,-10.465612220145786,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
299,False,"{'a': 0.01, 'e': 0.741448480636736}",20,0,-55.688715711828074,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
300,False,"{'a': 0.01, 'e': 0.7407070321560992}",20,0,-87.85207934664398,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
301,False,"{'a': 0.01, 'e': 0.7399663251239431}",25,0,-100.19591315903826,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
302,False,"{'a': 0.01, 'e': 0.7392263587988193}",20,0,-50.68381781161057,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
303,False,"{'a': 0.01, 'e': 0.7384871324400204}",25,0,-138.08284849681004,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
304,False,"{'a': 0.01, 'e': 0.7377486453075803}",20,0,-19.91082542812553,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
305,False,"{'a': 0.01, 'e': 0.7370108966622728}",20,0,-140.66297417220878,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
306,False,"{'a': 0.01, 'e': 0.7362738857656105}",20,0,-20.518002209394233,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
307,False,"{'a': 0.01, 'e': 0.7355376118798449}",25,14,-45.75993332988704,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
308,False,"{'a': 0.01, 'e': 0.7348020742679651}",30,0,-139.7611424172642,"{0: 18, 1: 3, 2: 5, 3: 3, 4: 1}",0
309,False,"{'a': 0.01, 'e': 0.734067272193697}",20,12,-19.888588174111398,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
310,False,"{'a': 0.01, 'e': 0.7333332049215034}",30,0,-128.1655283248455,"{0: 21, 1: 0, 2: 6, 3: 1, 4: 2}",0
311,False,"{'a': 0.01, 'e': 0.7325998717165819}",20,0,-24.494242835798683,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
312,False,"{'a': 0.01, 'e': 0.7318672718448653}",20,0,-3.8448089424429073,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
313,False,"{'a': 0.01, 'e': 0.7311354045730205}",20,0,-73.5140410303404,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
314,False,"{'a': 0.01, 'e': 0.7304042691684475}",20,16,8.757528859329856,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.01, 'e': 0.729673864899279}",30,0,-145.21991653972736,"{0: 22, 1: 2, 2: 1, 3: 2, 4: 3}",0
316,False,"{'a': 0.01, 'e': 0.7289441910343797}",30,2,-88.819095502226,"{0: 21, 1: 1, 2: 3, 3: 2, 4: 1}",1
317,False,"{'a': 0.01, 'e': 0.7282152468433454}",35,0,-173.04932162090978,"{0: 25, 1: 2, 2: 4, 3: 0, 4: 4}",0
318,False,"{'a': 0.01, 'e': 0.727487031596502}",35,23,11.426045615279637,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.01, 'e': 0.7267595445649054}",20,0,-35.40852104173471,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",1
320,False,"{'a': 0.01, 'e': 0.7260327850203405}",20,10,5.004921700774269,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
321,False,"{'a': 0.01, 'e': 0.7253067522353203}",20,2,19.79012113487803,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.01, 'e': 0.7245814454830849}",25,0,-67.59927735423739,"{0: 16, 1: 0, 2: 9, 3: 0, 4: 0}",0
323,False,"{'a': 0.01, 'e': 0.7238568640376019}",35,0,-116.52673315251724,"{0: 26, 1: 2, 2: 4, 3: 1, 4: 2}",0
324,False,"{'a': 0.01, 'e': 0.7231330071735642}",25,0,-61.410839167838255,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
325,False,"{'a': 0.01, 'e': 0.7224098741663907}",30,6,-38.0326695830584,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 0}",1
326,False,"{'a': 0.01, 'e': 0.7216874642922243}",20,10,-3.1692796414807205,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.01, 'e': 0.7209657768279321}",20,10,2.9570444215797074,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.01, 'e': 0.7202448110511042}",20,10,-12.613685792796844,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.01, 'e': 0.719524566240053}",30,4,-51.16375445197381,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 1}",1
330,False,"{'a': 0.01, 'e': 0.718805041673813}",20,16,7.283146163330482,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.01, 'e': 0.7180862366321391}",20,0,-22.777546698583993,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
332,False,"{'a': 0.01, 'e': 0.7173681503955069}",35,11,-109.50028313542516,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 2}",1
333,False,"{'a': 0.01, 'e': 0.7166507822451115}",30,0,-64.20014006803653,"{0: 22, 1: 4, 2: 3, 3: 0, 4: 1}",0
334,False,"{'a': 0.01, 'e': 0.7159341314628663}",25,0,-149.54877557713456,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
335,False,"{'a': 0.01, 'e': 0.7152181973314035}",25,0,-75.27762338709377,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
336,False,"{'a': 0.01, 'e': 0.7145029791340721}",20,3,-106.37183537306115,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 2}",1
337,False,"{'a': 0.01, 'e': 0.713788476154938}",35,0,-43.23917675128503,"{0: 29, 1: 2, 2: 3, 3: 0, 4: 1}",0
338,False,"{'a': 0.01, 'e': 0.7130746876787831}",25,0,-58.57371433133633,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
339,False,"{'a': 0.01, 'e': 0.7123616129911043}",30,11,4.77623618755239,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
340,False,"{'a': 0.01, 'e': 0.7116492513781132}",25,0,-28.426545676864215,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",1
341,False,"{'a': 0.01, 'e': 0.7109376021267351}",30,0,-161.3679513015826,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 4}",0
342,False,"{'a': 0.01, 'e': 0.7102266645246084}",20,8,0.17072230799688715,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
343,False,"{'a': 0.01, 'e': 0.7095164378600838}",30,0,-158.14194147516665,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",0
344,False,"{'a': 0.01, 'e': 0.7088069214222237}",25,0,-92.79141342808434,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
345,False,"{'a': 0.01, 'e': 0.7080981145008014}",20,0,-115.88150584092942,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
346,False,"{'a': 0.01, 'e': 0.7073900163863006}",25,0,-12.223951510447131,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
347,False,"{'a': 0.01, 'e': 0.7066826263699143}",20,7,-46.453597345312616,"{0: 6, 1: 2, 2: 5, 3: 0, 4: 0}",1
348,False,"{'a': 0.01, 'e': 0.7059759437435444}",25,15,4.490438527245663,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.01, 'e': 0.7052699677998009}",35,10,-12.599371985707437,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",1
350,False,"{'a': 0.01, 'e': 0.704564697832001}",20,0,-102.4044949485023,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
351,False,"{'a': 0.01, 'e': 0.7038601331341691}",20,0,-36.41005954704248,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
352,False,"{'a': 0.01, 'e': 0.7031562730010349}",25,12,12.966737186511487,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.01, 'e': 0.7024531167280339}",20,0,-93.73420484768216,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
354,False,"{'a': 0.01, 'e': 0.7017506636113058}",25,10,-64.40562855281217,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
355,False,"{'a': 0.01, 'e': 0.7010489129476946}",25,0,-24.988431243505325,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
356,False,"{'a': 0.01, 'e': 0.7003478640347468}",25,0,-59.5873978648684,"{0: 18, 1: 2, 2: 2, 3: 3, 4: 0}",0
357,False,"{'a': 0.01, 'e': 0.6996475161707121}",20,0,-127.59666018318447,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
358,False,"{'a': 0.01, 'e': 0.6989478686545414}",25,1,-5.640415661157661,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 0}",1
359,False,"{'a': 0.01, 'e': 0.6982489207858869}",20,11,-45.170310028228535,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 1}",1
360,False,"{'a': 0.01, 'e': 0.6975506718651009}",35,0,-134.41945555493626,"{0: 25, 1: 1, 2: 6, 3: 1, 4: 2}",0
361,False,"{'a': 0.01, 'e': 0.6968531211932358}",20,0,-140.13793252329273,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
362,False,"{'a': 0.01, 'e': 0.6961562680720426}",20,2,-71.54732313294403,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 1}",1
363,False,"{'a': 0.01, 'e': 0.6954601118039706}",30,9,-21.829242217373306,"{0: 14, 1: 6, 2: 1, 3: 0, 4: 0}",1
364,False,"{'a': 0.01, 'e': 0.6947646516921666}",25,7,19.985306197752518,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.01, 'e': 0.6940698870404745}",30,0,-50.30062325494519,"{0: 22, 1: 3, 2: 4, 3: 1, 4: 0}",0
366,False,"{'a': 0.01, 'e': 0.693375817153434}",30,0,-138.76004938284967,"{0: 19, 1: 4, 2: 3, 3: 2, 4: 2}",0
367,False,"{'a': 0.01, 'e': 0.6926824413362805}",25,2,-76.03987793354338,"{0: 11, 1: 8, 2: 3, 3: 1, 4: 0}",1
368,False,"{'a': 0.01, 'e': 0.6919897588949442}",25,15,-45.74993266523664,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
